Position X,Position Y,Position Z
1215.74,4684.51,1859.43
1266.33,4713.13,1873.96
1272.88,4742.17,1874.55
1208.76,4684.74,1879.1
1399.68,4656.29,1824.5
1358.2,4697.09,1829.23
1385.29,4733.95,1829.39
1395.93,4742.93,1835.26
1396.59,4735.32,1837.73
1373.76,4704.5,1842.87
1409.39,4742.01,1847.12
1326.76,4763.69,1879.87
1516.25,4730.66,1836.84
1437.13,4748.74,1874.93
1621.42,4721.12,1827.29
1591.14,4745.33,1854.5
1560.99,4693.07,1860.28
1659.26,4687.08,1826.6
1719.74,4695.09,1825.6
1674.02,4661.5,1839.17
1697.47,4663.03,1882.59
1827.12,4709.06,1838.26
1797.39,4730.1,1844.67
1826.99,4747.37,1844.06
1861.93,4729.72,1866.53
1866.59,4728.17,1877.63
1815.89,4761.82,1885.57
1950.55,4740.78,1852.44
1998.91,4690.92,1871.51
1970.26,4734.65,1875.61
2048.49,4751.5,1861.49
2027.93,4741.73,1877.55
2127.97,4695.71,1882.45
2151.66,4687.08,1842.01
2224.22,4663.91,1856.91
963.462,4807.84,1828.82
984.31,4792.81,1839.31
989.406,4783.27,1842.32
1126.24,4779.41,1848.91
1116.33,4858.98,1849.63
1060.43,4799.75,1872.36
1224.64,4858.64,1831.06
1229.07,4861.13,1848.14
1308.35,4781.87,1830.66
1338.12,4769.92,1854.38
1480.84,4812.73,1826.06
1493.82,4820.7,1834.38
1504.06,4816.4,1837.24
1529.47,4835.56,1855.52
1514.56,4783.77,1858.31
1432.68,4786.49,1872.65
1448.31,4869.37,1878.32
1620.31,4766.23,1841.85
1570.83,4858.57,1852.74
1542.26,4844.11,1861.75
1537.65,4861.48,1879.38
1550.43,4800.62,1880.88
1630.23,4850.48,1882.61
1752.53,4766.87,1826.47
1733.86,4784.45,1825.13
1743.65,4829.55,1834.26
1775.07,4830.96,1845.63
1876.24,4848.58,1833.71
1810.82,4803.66,1838.33
1835.75,4769.45,1870.94
1871.4,4814.92,1868.97
1925.25,4835.36,1828.73
1926.94,4776.96,1833.35
2001.73,4804.62,1834.69
1928.81,4817.43,1835.43
1972.52,4831.89,1834.76
1911.83,4857.58,1835.17
2008.54,4805.11,1841.76
2014.67,4805.35,1847.22
1931.47,4772.43,1850.99
1998.04,4844.29,1854.11
1979.85,4854.79,1852.62
2014.93,4833.76,1866.39
1904.11,4841.76,1874.63
2095.85,4860.1,1827.25
2055.16,4774.31,1829.79
2094.29,4824.42,1837.89
2128.05,4849.17,1837.83
2028.18,4885.21,1837.02
2093.95,4779.96,1843.91
2103.38,4880.08,1841.61
2025.16,4807.86,1844.25
2098.28,4817.39,1849.7
2052.19,4842.02,1848.77
2073.34,4847.45,1855.62
2023.51,4798.02,1858.59
2080.2,4868.28,1874.59
2104.7,4805.86,1878.59
